1. 纵向受拉钢筋分别采用HPB235、HRB335、HRB400时，相对界限受压区高度<img height="23" id="图片 121" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/02596d84-3f0f-4c11-b931-03add05b4fe1.png" width="17"/>为{{c1::（）}}。[2010年真题]	0.624，0.550，0.518<br>0.614，0.540，0.518<br>0.614，0.550，0.518<br>0.614，0.550，0.528	C	矩形截面有效高度h<sub>0</sub>（自受拉钢筋合力点至截面受压区边缘的距离），钢筋的截面面积为A<sub>s</sub>，在界限破坏状态，截面界限受压区实际高度为x<sub>0b</sub>，相对界限受压区高度计算公式为<img alt="HWOCRTEMP_ROC740" height="63" id="图片 120" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/807a6be1-39c5-405d-95bf-f6cdd6ddca64.jpg" width="232"/>。式中，<img height="26" id="图片 119" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/eecca126-60c3-4725-abc0-e51b8abb708c.png" width="20"/>为钢筋抗拉强度设计值，HPB235、HRB335、HRB400分别为210MPa、300MPa、360MPa；<img height="23" id="图片 118" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/5d4b7252-b7b8-4cc9-96f9-ac89ed57df2c.png" width="20"/>为钢筋弹性模量，HPB235、HRB335、HRB400分别为2.1×10<sup>5</sup>N/mm<sup>2</sup>、2.0×10<sup>5</sup>N/mm<sup>2</sup>、2.0×10<sup>5</sup>N/mm<sup>2</sup>；因此可计算得相对界限受压区高度分别为0.614、0.550、0.518。
12. 除了截面形式和尺寸外其它均相同的单筋矩形截面和T型截面，当单筋矩形截面宽度与T型截面的翼缘计算宽度相同时，正确描述它们正截面极限承载能力的情况是{{c1::（）}}。	当受压区高度x小于T型截面翼缘厚度<img height="26" id="图片 58" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/44a6c6b4-806e-4356-9736-9675a9d1d2e3.png" width="20"/>时，单筋矩形截面的正截面抗弯承载力M<sub>u</sub>与T型截面的<img height="26" id="图片 57" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/445d9bb4-513e-4c29-b2a1-cb489c93d253.png" width="26"/>相同<br>当<img src="http://admintk.100xuexi.com/UpLoadImage/2016-07-21/8b2f8a9f-6cda-45af-b86f-e5ae5d8f9a02.jpg" title="1.jpg"/>时，<img src="http://admintk.100xuexi.com/UpLoadImage/2016-07-21/ff8122f3-6332-44b8-a2fb-345a63159f8f.jpg" title="2.jpg"/><br>当<img src="http://admintk.100xuexi.com/UpLoadImage/2016-07-21/7e6ec66c-e8f1-4977-80aa-d998b0a80b34.jpg" title="1.jpg"/>时，<img src="http://admintk.100xuexi.com/UpLoadImage/2016-07-21/b460fb23-0531-4a63-8ec1-ce20346cb2c0.jpg" title="2.jpg"/><br>当<img src="http://admintk.100xuexi.com/UpLoadImage/2016-07-21/42bc1807-6e3a-4fd3-827b-749fd8297554.jpg" title="1.jpg"/>时，<img src="http://admintk.100xuexi.com/UpLoadImage/2016-07-21/dd3f96b7-0330-44eb-9878-442a5310c96b.jpg" title="2.jpg"/>	A	在计算构件正截面极限承载力时，受拉区混凝土已经破坏，不起作用，此时计算承载力不需要考虑混凝土强度。当受压区高度x小于T型截面翼缘厚度<img height="26" id="图片 50" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/44a6c6b4-806e-4356-9736-9675a9d1d2e3.png" width="20"/>时，不考虑受拉区混凝土的强度，受压区宽度是相同的，故T型截面可等效成相同宽度的矩形截面。当受压区高度x大于T型截面翼缘厚度<img height="26" id="图片 49" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/44a6c6b4-806e-4356-9736-9675a9d1d2e3.png" width="20"/>时，受拉区是相同的，矩形截面受压区混凝土面积要比T形截面大，所求得的承载力就要比T形截面的大，所以<img height="26" id="图片 48" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/450b1084-a741-4951-a5ab-624f428211f1.png" width="66"/>。
13. 梁的正截面破坏形式有适筋梁破坏、超筋梁破坏、少筋梁破坏，它们的破坏性质分别属{{c1::（）}}。	适筋梁、超筋梁属延性破坏，少筋梁属脆性破坏<br>超筋梁、少筋梁属脆性破坏，适筋梁属延性破坏<br>少筋梁、适筋梁属延性破坏，超筋梁属脆性破坏<br>超筋梁、少筋梁属延性破坏，适筋梁属脆性破坏	B	根据《混凝土结构设计规范》（GB 50010—2010）第7.1.3条的规定，适筋梁破坏时，受拉区混凝土先出现裂缝，还可以继续承载受压区混凝土压碎后方可不能承载，是属于延性破坏；少筋梁破坏时会造成受拉区混凝土出现裂缝后梁就被压坏，不能继续承载，属于脆性破坏；超筋梁破坏时受压区混凝土压碎后受拉区混凝土还没出现裂缝，破坏前没有征兆，属于脆性破坏。
14. 提高受弯构件正截面承载力的最有效因素是{{c1::（）}}。	材料强度（f<sub>c</sub>、f<sub>y</sub>）<br>钢筋面积（A<sub>s</sub>）<br>截面宽度（b）<br>截面高度（h）	D	根据《混凝土结构设计规范》（GB 50010—2010）第6.2.10条的规定，正截面的受弯承载力为：<img height="20" id="图片 47" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/986107be-2e6a-4360-928b-3fd722870548.png" width="119"/>，由公式可知，提高截面有效高度可以增加正截面承载力，这是最直接而又经济的办法。
15. T形截面受弯构件正截面承载力计算时，属于第一类（即中和轴在翼缘内）T形截面的判别式是{{c1::（）}}。	<img height="20" id="图片 46" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/3b4dc3dc-f18f-4de0-94fd-3db3e9c387d5.png" width="99"/>或<img height="36" id="图片 45" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/e3fd6a30-5200-45ac-b23e-34d3a8a3f1e3.png" width="139"/><br><img height="20" id="图片 44" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/0e1716f7-74f1-48da-b8a5-ff546f1b6aa7.png" width="99"/>或<img height="36" id="图片 43" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/4eff1367-20c7-475c-ad8d-4bddf3a5c7f8.png" width="139"/><br><img height="20" id="图片 42" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/858a546d-9015-4154-9caa-8c7ef1dbd870.png" width="99"/>或<img height="36" id="图片 41" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/e3fd6a30-5200-45ac-b23e-34d3a8a3f1e3.png" width="139"/><br><img height="20" id="图片 40" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/3b4dc3dc-f18f-4de0-94fd-3db3e9c387d5.png" width="99"/>或<img height="36" id="图片 39" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/db41c104-866e-4c5a-9a79-0ee17fe44c18.png" width="139"/>	A	根据《混凝土结构设计规范》（GB 50010—2010）第6.2.11条的规定，T形截面受弯构件正截面根据中和轴的高度可分为两类：即中和轴在翼缘内和中和轴在翼缘外的。①当中和轴在翼缘内，即第一类截面时，受压区高度x<h＇<sub>f</sub>，受压区为矩形。由于中和轴以下的受拉混凝土不起作用，所以可用公式：<img height="20" id="图片 38" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/3b4dc3dc-f18f-4de0-94fd-3db3e9c387d5.png" width="99"/>或<img height="36" id="图片 37" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/e3fd6a30-5200-45ac-b23e-34d3a8a3f1e3.png" width="139"/>；②当中和轴在翼缘外时，即中和轴位于梁肋内，即受压区高度x>h＇<sub>f</sub>，受压区为T形，所以采用公式：<img height="20" id="图片 36" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/aea2d3ef-14a4-4f42-8319-68e1be32a6ab.png" width="378"/>。
16. 当一般梁的V>0.25<img height="20" id="图片 35" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/b2e367e3-4353-4353-8e16-cdad424c5e73.png" width="46"/>时，应采取的措施是{{c1::（）}}。	加粗箍筋直径<br>减小箍筋间距<br>加大梁截面尺寸<br>加配弯起钢筋	C	根据《混凝土结构设计规范》（GB 50010—2010）第6.3.1条的规定，在满足一定条件下才能用斜截面抗剪承载力计算公式，截面要限制尺寸才能使用抗剪公式。当h<sub>w</sub>/b≤4.0时，属于一般梁，应满足<img height="20" id="图片 34" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/e1a481c7-41fe-4062-88da-9a2f26f50320.png" width="93"/>；当h<sub>w</sub>/b≥6.0时，属于薄腹梁，应满足<img height="20" id="图片 33" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/bd1e0493-8b61-4177-8ba7-f5254a33e80c.png" width="93"/>。当不满足时要加大梁截面尺寸。
17. 在一般情况下，随剪跨比的增大，梁的斜截面承载力亦{{c1::（）}}。	增大<br>减小<br>无影响<br>不确定	B	根据《混凝土结构设计规范》（GB 50010—2010）第6.3.4条的规定，一般情况下，<img height="36" id="图片 32" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/243d6ab1-68fa-41cf-b0d7-1116bf6ae48b.png" width="212"/>，可知随着剪跨比的增大梁的斜截面承载力在减小。影响有腹筋简支梁受剪承载力的因素，除了剪跨比λ、混凝土强度f<sub>e</sub>及纵筋配筋率三者以外，还有箍筋的数量和强度等因素。
18. 当受拉钢筋刚达到屈服时，适筋梁状态是{{c1::（）}}。	达到极限承载能力<br>受压边缘混凝土的压应变ε<sub>c</sub>＝ε<sub>u</sub>（ε<sub>u</sub>为混凝土的极限压应变）<br>受压边缘混凝土的压应变ε<sub>c</sub>≤ε<sub>u</sub><br>受压边缘混凝土的压应变ε<sub>c</sub>＝0.002	C	适筋梁破坏的特点是受拉钢筋的应力首先达到屈服强度f<sub>y</sub>，经过一段流幅变形后，受压区混凝土边缘的压应变达到其极限压应变ε<sub>cu</sub>，构件破坏。适筋梁破坏分为三个阶段，即整体工作阶段、带裂缝工作阶段和破坏阶段。第二阶段裂缝出现后，在裂缝截面处，受拉区混凝土大部分退出工作，拉力几乎全部由受拉钢筋承担。当钢筋应力达到屈服强度时，标志着第二阶段的结束。当弯矩再增加，边缘纤维混凝土应变达到其极限压应变时，混凝土被压碎甚至崩脱，截面即告破坏。界限破坏时受压边缘混凝土的压应变ε<sub>c</sub>＝ε<sub>u</sub>，一般情况下ε<sub>c</sub>＜ε<sub>u</sub>。
19. 在单筋适筋梁中，受拉钢筋配置得越多，则{{c1::（）}}。	梁的延性越大<br>梁的延性越小<br>梁的延性不变<br>界限破坏或平衡破坏	B	受弯构件截面曲率延性系数为：<img height="43" id="图片 31" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/efacda76-30fb-4b48-b91e-29011eaa231d.jpg" width="205"/>，其中，单筋适筋梁钢筋开始屈服时受压区高度系数<img height="33" id="图片 30" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/51173109-6259-4c66-a719-702df697bb8d.jpg" width="218"/>；x<sub>a</sub>为达到截面最大承载力时混凝土受压区的压应变高度。则受拉纵筋配筋率ρ增大，k和x<sub>a</sub>均增大，导致φ<sub>y</sub>增大而φ<sub>u</sub>减小，受弯构件截面曲率延性系数μ<sub>φ</sub>也减小，延性降低。
20. 有一矩形截面梁，截面尺寸b·h=250mm×500mm，弯矩设计值为M=150kN·m，混凝土强度等级C30（f<sub>c</sub>=14.3N/mm<sup>2</sup>α<sub>c</sub>=1.0）钢筋采用HRB335（f<sub>y</sub>=300N/mm<sup>2</sup>），所需受拉钢筋截面面积A<sub>s</sub>为{{c1::（）}}。	1076mm<sup>2</sup><br>1207mm<sup>2</sup><br>1483mm<sup>2</sup><br>1694mm<sup>2</sup>	B	根据受弯截面承载力公式计算，假定保护层厚度a<sub>0</sub>=45mm，那么有效高度为h<sub>0</sub>=500-45mm=455mm。根据<img height="20" id="图片 29" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/fd5db887-7181-4b9c-b84d-b83dc4eb930c.png" width="113"/>，M=150kN·m，h<sub>0</sub>=455mm可得，相对受压区高度为：x=100.2mm，代入公式<img height="20" id="图片 28" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/e8bc3675-d02f-49b7-9fe8-9252bc3a1711.png" width="79"/>可得，面积为：A<sub>s</sub>=1207mm<sup>2</sup>。
21. 某矩形截面简支梁，b×h＝200mm×500mm，混凝土强度等级为C20，受拉区配置4根直径为20mm的Ⅱ级钢筋，该梁沿截面破坏时为{{c1::（）}}。	界限破坏<br>适筋破坏<br>少筋破坏<br>超筋破坏	B	适筋截面的界限条件包括界限受压区高度和最小配筋率两个条件。其中,截面实际配筋率为：<img height="46" id="图片 27" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/da7b8262-0b15-47ee-8bdf-558e0c4a1077.jpg" width="556"/>，同时ρ值也大于<img height="36" id="图片 26" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/972af9c9-3389-48fa-aff2-adb90776eeea.jpg" width="169"/>，故不会发生少筋破坏。<br/>界限破坏时的实际相对受压区高度：<img height="46" id="图片 25" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/34b3c3e2-12c4-4691-a843-1c86f0ccf3fc.png" width="384"/>根据已知条件<img height="40" id="图片 24" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/4f5c917d-25d5-4bae-a7a8-ce76edd37bb7.jpg" width="427"/>，故也不会发生超筋破坏，满足适用条件，为适筋破坏。
22. 钢筋混凝土单筋受弯构件，在正截面受弯承载力计算中，适筋截面与超筋截面的特征表现在{{c1::（）}}。<br/><span style="display:block;text-align:center;"><img alt="14-3" height="364" id="图片 23" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/f8253736-65bb-48ea-8e25-6cc14fe87eff.jpg" width="334"/></span><span style="display:block;text-align:center;">图4-3-3　适筋梁、超筋梁、界限配筋梁破坏时的正截面平均应变图</span>	适筋截面：ε<sub>s</sub>>ε<sub>y</sub>，x<sub>c</sub><x<sub>b</sub>；超筋截面：ε<sub>s</sub><ε<sub>y</sub>，x<sub>c</sub>>x<sub>b</sub><br>适筋截面：ε<sub>s</sub>=ε<sub>y</sub>，x<sub>c</sub>=x<sub>b</sub>；超筋截面：ε<sub>s</sub><ε<sub>y</sub>，x<sub>c</sub>>x<sub>b</sub><br>适筋截面：ε<sub>s</sub>=ε<sub>y</sub>，x<sub>c</sub>=x<sub>b</sub>；超筋截面：ε<sub>s</sub>>ε<sub>y</sub>，x<sub>c</sub><x<sub>b</sub><br>适筋截面：ε<sub>s</sub><ε<sub>y</sub>，x<sub>c</sub><x<sub>b</sub>；超筋截面：ε<sub>s</sub>>ε<sub>y</sub>，x<sub>c</sub>>x<sub>b</sub>	A	不同配筋情况下梁破坏的正截面平均应变如图4-3-3所示。其中，ε<sub>s</sub>为钢筋的应变；<img height="46" id="图片 22" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/40318847-55e6-49a2-b2c4-7d3da97a8113.jpg" width="73"/>为钢筋开始屈服时的应变；x<sub>c</sub>为混凝土受压区高度；x<sub>b</sub>即图中的x<sub>cb</sub>为界限破坏时的中和轴高度。由上图可以看出，在适筋破坏和超筋破坏之间必定存在着一种界限状态。这种状态的特征是在受拉钢筋的应力达到屈服强度的同时，受压区混凝土边缘的压应变恰好达到极限压应变而破坏，即为界限破坏。此时，ε<sub>s</sub>=ε<sub>y</sub>=f<sub>y</sub>／E<sub>s</sub>，而ε<sub>c</sub>=ε<sub>cu</sub>，所以对于适筋截面：ε<sub>s</sub>＞ε<sub>y</sub>，x<sub>c</sub>＜x<sub>b</sub>；对于超筋截面，ε<sub>s</sub>＜ε<sub>y</sub>，x<sub>c</sub>＞x<sub>b</sub>。
23. 在确定梁的纵筋弯起点时，要求抵抗弯矩图不得切入设计弯矩图以内，即应包在设计弯矩图的外面，这是为了保证梁的{{c1::（）}}。	正截面受弯承载力<br>斜截面受剪承载力<br>受拉钢筋的锚固<br>箍筋的强度被充分利用	A	根据《水工混凝土结构设计规范》（DL/T5057—1996）的有关构造要求可知，钢筋必须在其充分利用截面以外弯起，这样就在保证梁的正截面受弯承载力的前提下，提高斜截面受剪承载力。反映在抵抗弯矩图中即要求抵抗弯矩图包在设计弯矩图的外面。
24. 受弯构件中需配置一定量的箍筋，关于箍筋的作用，下列描述不正确的是{{c1::（）}}。	提高斜截面抗剪承载力<br>形成稳定的钢筋骨架<br>固定纵筋的位置<br>防止发生斜截面抗弯不足	D	箍筋是指用来满足斜截面抗剪强度，并联结受拉主钢筋和受压区混凝土使其共同工作，此外，用来固定主钢筋的位置而使梁内各种钢筋构成钢筋骨架的钢筋。它能有效抑制斜裂缝的开展，提高斜截面抗剪承载力，还能够固定纵筋的位置并与之共同形成稳定的钢筋骨架,但对梁截面抗弯能力没有提高作用。
25. 不考虑腹板屈曲后强度的工字形截面梁腹板高厚比<img height="40" id="图片 21" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/cbd57049-fa06-4190-b4cd-dc092a6e96a7.jpg" width="113"/>时，梁腹板可能{{c1::（）}}。	因弯曲正应力引起屈曲，需设纵向加劲肋<br>因弯曲正应力引起屈曲，需设横向加劲肋<br>因剪应力引起屈曲，需设纵向加劲肋<br>因剪应力引起屈曲，需设横向加劲肋	D	根据构造要求，当<img height="46" id="图片 20" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/56fdde8f-1346-4239-ad79-d056b8f83bb2.jpg" width="112"/>时，对无局部压应力的梁可不配置加劲肋，对有局部压应力的梁宜按构造配置横向加劲肋；当<img height="46" id="图片 19" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/f3c57592-d6ed-4482-ba58-46490fcb78b6.jpg" width="179"/>时，应按计算配置横向加劲肋；当<img height="46" id="图片 18" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/c6c7bcee-c98d-42ba-aff3-2030acb5d335.jpg" width="109"/>时，应按计算配置横向加劲肋以及在受压区配置纵向加劲肋。横向加劲肋主要防止由剪应力和局部压应力可能引起的腹板失稳。
26. 四根简支梁配筋及破坏时受压区高度如图4-3-4所示，它们的承载力Mu的大小顺序为{{c1::（）}}。<br/><span style="display:block;text-align:center;"><img alt="14-6" height="159" id="图片 17" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/fe7e5cb0-dac0-4133-99f8-8c953c0e3253.jpg" width="381"/></span><span style="display:block;text-align:center;">图4-3-4</span>	M<sub>uA</sub>＝M<sub>uB</sub>＜M<sub>uC</sub>＜M<sub>uD</sub><br>M<sub>uA</sub>＝M<sub>uB</sub>＞M<sub>uC</sub>＝M<sub>uD</sub><br>M<sub>uA</sub>＜M<sub>uC</sub>＜M<sub>uB</sub>＜M<sub>uD</sub><br>M<sub>uA</sub>＜M<sub>uB</sub>＜M<sub>uC</sub>＝M<sub>uD</sub>	D	A梁为单筋矩形截面超筋梁，则有：M<sub>uA</sub>=f<sub>y</sub>A<sub>s</sub>（h<sub>0</sub>-x/2），x>x<sub>b</sub>；B梁、C梁、D梁为双筋矩形截面梁，则有：M<sub>uB</sub>=f<sub>y</sub>A<sub>s</sub>（h<sub>0</sub>-x/2）+f<sub>y</sub><sup>′</sup>A<sub>s</sub><sup>′</sup>（h<sub>0</sub>-a<sub>s</sub><sup>′</sup>），且x=x<sub>b</sub>，x>2a<sub>s</sub><sup>′</sup>，因此，M<sub>uB</sub>＞M<sub>uA</sub>；由于M<sub>uB</sub>=f<sub>y</sub>A<sub>s</sub>（h<sub>0</sub>-a<sub>s</sub><sup>′</sup>）-α<sub>1</sub>f<sub>0</sub>b<sub>x</sub>（x/2-a<sub>s</sub><sup>′</sup>），x＞2a<sub>s</sub>，M<sub>uC</sub>=f<sub>y</sub>A<sub>s</sub>（h<sub>0</sub>-a<sub>s</sub><sup>′</sup>），x＝2a<sub>s</sub><sup>′</sup>，因此，M<sub>uC</sub>＞M<sub>uB</sub>；再当x＜2a<sub>s</sub><sup>′</sup>时，取x=2a<sub>s</sub><sup>′</sup>，因此，M<sub>uC</sub>=M<sub>uD</sub>。
27. 如图4-3-5所示，四种单筋截面适筋梁，承受相同的弯矩，它们之间的b、h、b<sub>f</sub><sup>′</sup>和b<sub>f</sub>也相等，则各个截面所需钢筋截面面积应满足条件{{c1::（）}}。<br/><span style="display:block;text-align:center;"><img alt="14-7" height="89" id="图片 16" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/98a57445-875b-4e28-a643-37fcd8434b38.jpg" width="202"/></span><span style="display:block;text-align:center;">图4-3-5</span>	A<sub>s1</sub>＜A<sub>s2</sub>＜A<sub>s3</sub>＜A<sub>s4</sub><br>A<sub>s1</sub>＝A<sub>s2</sub>＞A<sub>s3</sub>＝A<sub>s4</sub><br>A<sub>s1</sub>＝A<sub>s2</sub>＜A<sub>s3</sub>＜A<sub>s4</sub><br>A<sub>s1</sub>＜A<sub>s2</sub>＝A<sub>s3</sub>＜A<sub>s4</sub>	B	T形梁的截面尺寸一般是预先假定或参考类似的结构取用（梁高h一般为梁跨长l<sub>0</sub>的1／8～1／12，梁的高宽比h／b=2.5～5），所以由适筋梁弯矩公式<img height="43" id="图片 15" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/cc453efa-b55a-4c3e-887b-e92a85e3990d.jpg" width="169"/>可知，当其他因素不变时，b增大，混凝土受压区高度x减小，由图14-1-3可知，（1）与（2）的混凝土受压区高度x<sub>1</sub>＝x<sub>2</sub>，（3）与（4）的混凝土受压区高度x<sub>3</sub>＝x<sub>4</sub>，且x<sub>1</sub>＝x<sub>2</sub>＞x<sub>3</sub>＝x<sub>4</sub>；又由公式<img height="40" id="图片 14" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/10fa9f7c-ed2f-4239-958e-5f7adba72020.jpg" width="139"/>可知，当其他因素不变时，x增大，A<sub>s</sub>增大，所以A<sub>s1</sub>＝A<sub>s2</sub>＞A<sub>s3</sub>＝A<sub>s4</sub>。
28. 设计双筋梁求A<sub>s</sub><sup>′</sup>、A<sub>s</sub>时，用钢量接近最少的方法是{{c1::（）}}。	取ξ＝ξ<sub>b</sub><br>取A<sub>s</sub><sup>′</sup>＝A<sub>s</sub><br>使x=2a<sub>s</sub><sup>′</sup><br>使x＝0.5h<sub>0</sub>	A	双筋梁截面受弯承载力及总用钢量计算公式为:①α<sub>1</sub>f<sub>c</sub>bx+f<sub>y</sub>A<sub>s</sub><sup>′</sup>=f<sub>y</sub>A<sub>s</sub>；<img height="36" id="图片 13" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/51f05d16-b0c2-4103-bd63-57a50da9b95f.png" width="440"/><br/>由以上三式列方程求解可得，总用钢量与受压区高度的关系式为：<img height="43" id="图片 12" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/22631ed5-f135-41d8-839f-08917a9de709.jpg" width="444"/>，通过对x求导可得（为了便于计算取 f<sub>y</sub>=f<sub>y</sub><sup>′</sup>）：<img height="53" id="图片 11" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/78653c4b-18eb-4e5f-b643-ee9f0327b0c6.jpg" width="281"/>。当<img height="46" id="图片 10" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/11f74b80-2303-4453-ae30-b4962b0836c2.jpg" width="245"/>时，A<sub>s</sub><sub>总</sub>取得最小值。ξ的取值需满足：<img height="46" id="图片 9" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/e326a339-5559-4541-8a71-9d813819cd88.jpg" width="80"/>，由ξ<sub>b</sub>的一般取值范围（可查规范）可知，当ξ＝ξ<sub>b</sub>时，总用钢量A<sub>s</sub><sub>总</sub>接近最少。
29. 关于受扭构件的抗扭纵筋的说法，下列哪项是不正确的？{{c1::（）}}	在截面的四角必须设抗扭纵筋<br>应尽可能均匀地沿截面周边对称布置<br>抗扭纵筋间距不应大于200mm，也不应大于截面短边尺寸<br>在截面的四角可以设抗扭纵筋，也可以不设抗扭纵筋	D	根据《混凝土结构设计规范》（GB 50010—2010）第9.2.5条的规定，以变角空间桁架模型为基础，根据国内试验资料的统计分析，将矩形截面的抗扭贡献分为混凝土部分和纵筋、箍筋部分；而变角空间桁架理论，则只考虑r抗扭纵筋和箍筋的贡献，而未考虑混凝土的抗扭作用，所以受扭构件的四周必须设置抗扭纵筋，抗扭纵筋要在构件四周均匀分布，构造钢筋可以根据需求不需要设置，在构造配筋上抗扭纵筋间距不应大于200mm，也不应大于截面短边尺寸，抗扭钢筋抗扭纵筋在计算上还应大于最小配筋值。
30. 下列关于钢筋混凝土弯剪扭构件的叙述不正确的是{{c1::（）}}。	扭矩的存在对构件的抗弯承载力没有影响<br>剪力的存在对构件的抗扭承载力没有影响<br>弯矩的存在对构件的抗扭承载力没有影响<br>扭矩的存在对构件的抗剪承载力有影响	B	一般情况下，受压构件除承受轴力外，还往往同时承受弯矩和剪力。同时承受弯矩M、剪力V和扭矩T的构件称为弯剪扭构件。因为剪力和扭矩本质上都是在截面上产生剪应力。由于剪力V的存在，截面的抗扭能力就要降低；反之，由于扭矩T的存在，截面的抗剪能力就要降低。这种互相影响的关系称为剪、扭相关性。对于受弯剪扭共同作用的钢筋混凝土构件，其抗弯承载力按受弯构件的正截面受弯承载力计算；抗扭承载力和抗剪承载力都不受弯矩的影响，但都同时受剪力和扭矩的影响。
31. 对受扭构件中箍筋，正确的叙述是{{c1::（）}}。	箍筋必须采用螺旋箍筋<br>箍筋可以是开口的，也可以是封闭的<br>箍筋必须封闭且焊接连接，不得搭接<br>箍筋必须封闭，且箍筋的端部应做成<img height="17" id="图片 8" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/fbba9416-505e-4121-9bfb-d3a870fc3cb1.png" width="30"/>的弯钩，弯钩端的直线长度不应小于10d	D	根据《混凝土结构设计规范》（GB 50010—2010）第9.2.10条的规定，抗扭纵筋四角必须布置其余地方沿周边均匀布置。箍筋必须封闭，且应沿截面周边布置。箍筋的端部应做成<img height="17" id="图片 7" src="http://admintk.100xuexi.com/UpLoadImage/2013-05-07/fbba9416-505e-4121-9bfb-d3a870fc3cb1.png" width="30"/>的弯钩，弯钩端的直线长度不应小于10d。
32. 对于一个钢筋混凝土大偏心受压短柱，当作用的弯矩给定时，轴向受压荷载的增加对它的安全状态产生的影响是{{c1::（）}}。	趋于安全<br>趋于不安全<br>保持不变<br>影响规律不确定	B	当轴力的偏心距较大时，试件受力后，截面部分受拉、部分受压。如果受拉区配置的受拉钢筋数量适当，受拉区先出现横向裂缝。随着荷载增加，受拉区混凝土不断退出工作，裂缝向受压区延伸，混凝士受压区逐步缩小，压区应变增加很快，受拉钢筋应力首先达到受拉屈服强度，随着变形的继续发展，混凝土达到极限压应变而被压碎，构件发生破坏。此时受压钢筋应力一般也达到受压屈服强度，而这种破坏人多数发生于轴力偏心距较大的情况，因此称为大偏心受压破坏。混凝土柱在承受偏心受压荷载后会产生纵向弯曲，轴向荷载增大会增加其二阶弯矩，对其安全不利。
33. 取x＝x<sub>b</sub>计算偏压构件，是在{{c1::（）}}情况下。	A<sub>s</sub>≠A<sub>s</sub><sup>′</sup>，且均未知的大偏压<br>A<sub>s</sub>≠A<sub>s</sub><sup>′</sup>，且均未知的小偏压<br>A<sub>s</sub>≠A<sub>s</sub><sup>′</sup>，且A<sub>s</sub><sup>′</sup>已知时的大偏压<br>A<sub>s</sub>≠A<sub>s</sub><sup>′</sup>，且A<sub>s</sub><sup>′</sup>已知时的小偏压	A	对“不对称配筋的大偏压构件”进行计算时，有两个平衡方程和三个未知数（A<sub>s</sub>、A<sub>s</sub><sup>′</sup>、x）。为了充分利用混凝土的抗压强度，通常假设x＝x<sub>b</sub>，可使钢筋的总用量最小。
